name,description,variables
B24012,SEX BY OCCUPATION AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,https://api.census.gov/data/2010/acs/acs5/groups/B24012.json
B24021,"OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",https://api.census.gov/data/2010/acs/acs5/groups/B24021.json
B24022,"SEX BY OCCUPATION AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",https://api.census.gov/data/2010/acs/acs5/groups/B24022.json
B24031,INDUSTRY BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,https://api.census.gov/data/2010/acs/acs5/groups/B24031.json
B24032,SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,https://api.census.gov/data/2010/acs/acs5/groups/B24032.json
B24041,"INDUSTRY BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",https://api.census.gov/data/2010/acs/acs5/groups/B24041.json
B24042,"SEX BY INDUSTRY AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",https://api.census.gov/data/2010/acs/acs5/groups/B24042.json
B24080,SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,https://api.census.gov/data/2010/acs/acs5/groups/B24080.json
B24081,CLASS OF WORKER  BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,https://api.census.gov/data/2010/acs/acs5/groups/B24081.json
B24082,SEX BY CLASS OF WORKER AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR THE  CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,https://api.census.gov/data/2010/acs/acs5/groups/B24082.json
B24090,"SEX BY CLASS OF WORKER FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",https://api.census.gov/data/2010/acs/acs5/groups/B24090.json
B24091,"CLASS OF WORKER BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",https://api.census.gov/data/2010/acs/acs5/groups/B24091.json
B24092,"SEX BY CLASS OF WORKER AND MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",https://api.census.gov/data/2010/acs/acs5/groups/B24092.json
B24121,"DETAILED OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",https://api.census.gov/data/2010/acs/acs5/groups/B24121.json
B24122,"DETAILED OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED MALE POPULATION 16 YEARS AND OVER",https://api.census.gov/data/2010/acs/acs5/groups/B24122.json
B24123,"DETAILED OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED FEMALE POPULATION 16 YEARS AND OVER",https://api.census.gov/data/2010/acs/acs5/groups/B24123.json
B24124,"DETAILED OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER",https://api.census.gov/data/2010/acs/acs5/groups/B24124.json
B24125,"DETAILED OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED MALE POPULATION 16 YEARS AND OVER",https://api.census.gov/data/2010/acs/acs5/groups/B24125.json
B24126,"DETAILED OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED FEMALE POPULATION 16 YEARS AND OVER",https://api.census.gov/data/2010/acs/acs5/groups/B24126.json
B25001,HOUSING UNITS,https://api.census.gov/data/2010/acs/acs5/groups/B25001.json
B25002,OCCUPANCY STATUS,https://api.census.gov/data/2010/acs/acs5/groups/B25002.json
B25003,TENURE,https://api.census.gov/data/2010/acs/acs5/groups/B25003.json
B25004,VACANCY STATUS,https://api.census.gov/data/2010/acs/acs5/groups/B25004.json
B25005,VACANT - CURRENT RESIDENCE ELSEWHERE,https://api.census.gov/data/2010/acs/acs5/groups/B25005.json
B25006,RACE OF HOUSEHOLDER,https://api.census.gov/data/2010/acs/acs5/groups/B25006.json
B25007,TENURE BY AGE OF HOUSEHOLDER,https://api.census.gov/data/2010/acs/acs5/groups/B25007.json
B25008,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE,https://api.census.gov/data/2010/acs/acs5/groups/B25008.json
B25009,TENURE BY HOUSEHOLD SIZE,https://api.census.gov/data/2010/acs/acs5/groups/B25009.json
B25010,AVERAGE HOUSEHOLD SIZE OF OCCUPIED HOUSING UNITS BY TENURE,https://api.census.gov/data/2010/acs/acs5/groups/B25010.json
B25011,TENURE BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER,https://api.census.gov/data/2010/acs/acs5/groups/B25011.json
B25012,TENURE BY FAMILIES AND PRESENCE OF OWN CHILDREN,https://api.census.gov/data/2010/acs/acs5/groups/B25012.json
B25013,TENURE BY EDUCATIONAL ATTAINMENT OF HOUSEHOLDER,https://api.census.gov/data/2010/acs/acs5/groups/B25013.json
B25014,TENURE BY OCCUPANTS PER ROOM,https://api.census.gov/data/2010/acs/acs5/groups/B25014.json
B25015,TENURE BY AGE OF HOUSEHOLDER BY OCCUPANTS PER ROOM,https://api.census.gov/data/2010/acs/acs5/groups/B25015.json
B25016,TENURE BY PLUMBING FACILITIES BY OCCUPANTS PER ROOM,https://api.census.gov/data/2010/acs/acs5/groups/B25016.json
B25017,ROOMS,https://api.census.gov/data/2010/acs/acs5/groups/B25017.json
B25018,MEDIAN NUMBER OF ROOMS,https://api.census.gov/data/2010/acs/acs5/groups/B25018.json
B25019,AGGREGATE NUMBER OF ROOMS,https://api.census.gov/data/2010/acs/acs5/groups/B25019.json
B25020,TENURE BY ROOMS,https://api.census.gov/data/2010/acs/acs5/groups/B25020.json
B25021,MEDIAN NUMBER OF ROOMS BY TENURE,https://api.census.gov/data/2010/acs/acs5/groups/B25021.json
B25022,AGGREGATE NUMBER OF ROOMS BY TENURE,https://api.census.gov/data/2010/acs/acs5/groups/B25022.json
B25023,AGGREGATE NUMBER OF ROOMS BY VACANCY STATUS,https://api.census.gov/data/2010/acs/acs5/groups/B25023.json
B25024,UNITS IN STRUCTURE,https://api.census.gov/data/2010/acs/acs5/groups/B25024.json
B25026,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT,https://api.census.gov/data/2010/acs/acs5/groups/B25026.json
B25027,MORTGAGE STATUS BY AGE OF HOUSEHOLDER,https://api.census.gov/data/2010/acs/acs5/groups/B25027.json
B25032,TENURE BY UNITS IN STRUCTURE,https://api.census.gov/data/2010/acs/acs5/groups/B25032.json
B25033,TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE BY UNITS IN STRUCTURE,https://api.census.gov/data/2010/acs/acs5/groups/B25033.json
B25034,YEAR STRUCTURE BUILT,https://api.census.gov/data/2010/acs/acs5/groups/B25034.json
B25035,MEDIAN YEAR STRUCTURE BUILT,https://api.census.gov/data/2010/acs/acs5/groups/B25035.json
B25036,TENURE BY YEAR STRUCTURE BUILT,https://api.census.gov/data/2010/acs/acs5/groups/B25036.json
B25037,MEDIAN YEAR STRUCTURE BUILT BY TENURE,https://api.census.gov/data/2010/acs/acs5/groups/B25037.json
B25038,TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT,https://api.census.gov/data/2010/acs/acs5/groups/B25038.json
B25039,MEDIAN YEAR HOUSEHOLDER MOVED INTO UNIT BY TENURE,https://api.census.gov/data/2010/acs/acs5/groups/B25039.json
B25040,HOUSE HEATING FUEL,https://api.census.gov/data/2010/acs/acs5/groups/B25040.json
B25041,BEDROOMS,https://api.census.gov/data/2010/acs/acs5/groups/B25041.json
B25042,TENURE BY BEDROOMS,https://api.census.gov/data/2010/acs/acs5/groups/B25042.json
B25043,TENURE BY TELEPHONE SERVICE AVAILABLE BY AGE OF HOUSEHOLDER,https://api.census.gov/data/2010/acs/acs5/groups/B25043.json
B25044,TENURE BY VEHICLES AVAILABLE,https://api.census.gov/data/2010/acs/acs5/groups/B25044.json
B25045,TENURE BY VEHICLES AVAILABLE BY AGE OF HOUSEHOLDER,https://api.census.gov/data/2010/acs/acs5/groups/B25045.json
B25046,AGGREGATE NUMBER OF VEHICLES AVAILABLE BY TENURE,https://api.census.gov/data/2010/acs/acs5/groups/B25046.json
B25047,PLUMBING FACILITIES FOR ALL HOUSING UNITS,https://api.census.gov/data/2010/acs/acs5/groups/B25047.json
B25048,PLUMBING FACILITIES FOR OCCUPIED HOUSING UNITS,https://api.census.gov/data/2010/acs/acs5/groups/B25048.json
B25049,TENURE BY PLUMBING FACILITIES,https://api.census.gov/data/2010/acs/acs5/groups/B25049.json
B25050,PLUMBING FACILITIES BY OCCUPANTS PER ROOM BY YEAR STRUCTURE BUILT,https://api.census.gov/data/2010/acs/acs5/groups/B25050.json
B25051,KITCHEN FACILITIES FOR ALL HOUSING UNITS,https://api.census.gov/data/2010/acs/acs5/groups/B25051.json
B25052,KITCHEN FACILITIES FOR OCCUPIED HOUSING UNITS,https://api.census.gov/data/2010/acs/acs5/groups/B25052.json
B25053,TENURE BY KITCHEN FACILITIES,https://api.census.gov/data/2010/acs/acs5/groups/B25053.json
B25054,KITCHEN FACILITIES BY MEALS INCLUDED IN RENT,https://api.census.gov/data/2010/acs/acs5/groups/B25054.json
B25055,AGE OF HOUSEHOLDER BY MEALS INCLUDED IN RENT,https://api.census.gov/data/2010/acs/acs5/groups/B25055.json
B25056,CONTRACT RENT,https://api.census.gov/data/2010/acs/acs5/groups/B25056.json
B25057,LOWER CONTRACT RENT QUARTILE (DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25057.json
B25058,MEDIAN CONTRACT RENT (DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25058.json
B25059,UPPER CONTRACT RENT QUARTILE (DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25059.json
B25060,AGGREGATE CONTRACT RENT (DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25060.json
B25061,RENT ASKED,https://api.census.gov/data/2010/acs/acs5/groups/B25061.json
B25062,AGGREGATE RENT ASKED (DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25062.json
B25063,GROSS RENT,https://api.census.gov/data/2010/acs/acs5/groups/B25063.json
B25064,MEDIAN GROSS RENT (DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25064.json
B25065,AGGREGATE GROSS RENT (DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25065.json
B25066,AGGREGATE GROSS RENT (DOLLARS) BY UNITS IN STRUCTURE,https://api.census.gov/data/2010/acs/acs5/groups/B25066.json
B25067,AGGREGATE GROSS RENT (DOLLARS) BY MEALS INCLUDED IN RENT,https://api.census.gov/data/2010/acs/acs5/groups/B25067.json
B25068,BEDROOMS BY GROSS RENT,https://api.census.gov/data/2010/acs/acs5/groups/B25068.json
B25069,INCLUSION OF UTILITIES IN RENT,https://api.census.gov/data/2010/acs/acs5/groups/B25069.json
B25070,GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,https://api.census.gov/data/2010/acs/acs5/groups/B25070.json
B25071,MEDIAN GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS (DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25071.json
B25072,AGE OF HOUSEHOLDER BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,https://api.census.gov/data/2010/acs/acs5/groups/B25072.json
B25073,UNITS IN STRUCTURE BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,https://api.census.gov/data/2010/acs/acs5/groups/B25073.json
B25074,HOUSEHOLD INCOME BY GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,https://api.census.gov/data/2010/acs/acs5/groups/B25074.json
B25075,VALUE,https://api.census.gov/data/2010/acs/acs5/groups/B25075.json
B25076,LOWER VALUE QUARTILE (DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25076.json
B25077,MEDIAN VALUE (DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25077.json
B25078,UPPER VALUE QUARTILE (DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25078.json
B25079,AGGREGATE VALUE (DOLLARS) BY AGE OF HOUSEHOLDER,https://api.census.gov/data/2010/acs/acs5/groups/B25079.json
B25080,AGGREGATE VALUE (DOLLARS) BY UNITS IN STRUCTURE,https://api.census.gov/data/2010/acs/acs5/groups/B25080.json
B25081,MORTGAGE STATUS,https://api.census.gov/data/2010/acs/acs5/groups/B25081.json
B25082,AGGREGATE VALUE (DOLLARS) BY MORTGAGE STATUS,https://api.census.gov/data/2010/acs/acs5/groups/B25082.json
B25083,MEDIAN VALUE (DOLLARS) FOR MOBILE HOMES,https://api.census.gov/data/2010/acs/acs5/groups/B25083.json
B25085,PRICE ASKED,https://api.census.gov/data/2010/acs/acs5/groups/B25085.json
B25086,AGGREGATE PRICE ASKED (DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25086.json
B25087,MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS,https://api.census.gov/data/2010/acs/acs5/groups/B25087.json
B25088,MEDIAN SELECTED MONTHLY OWNER COSTS (DOLLARS) BY MORTGAGE STATUS,https://api.census.gov/data/2010/acs/acs5/groups/B25088.json
B25089,AGGREGATE SELECTED MONTHLY OWNER COSTS (DOLLARS) BY MORTGAGE STATUS,https://api.census.gov/data/2010/acs/acs5/groups/B25089.json
B25090,MORTGAGE STATUS BY AGGREGATE REAL ESTATE TAXES PAID (DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25090.json
B25091,MORTGAGE STATUS BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,https://api.census.gov/data/2010/acs/acs5/groups/B25091.json
B25092,MEDIAN SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,https://api.census.gov/data/2010/acs/acs5/groups/B25092.json
B25093,AGE OF HOUSEHOLDER BY SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,https://api.census.gov/data/2010/acs/acs5/groups/B25093.json
B25094,SELECTED MONTHLY OWNER COSTS,https://api.census.gov/data/2010/acs/acs5/groups/B25094.json
B25096,MORTGAGE STATUS BY VALUE,https://api.census.gov/data/2010/acs/acs5/groups/B25096.json
B25097,MORTGAGE STATUS BY MEDIAN VALUE (DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25097.json
B25098,MORTGAGE STATUS BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25098.json
B25099,MORTGAGE STATUS BY MEDIAN HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25099.json
B25100,MORTGAGE STATUS BY RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS,https://api.census.gov/data/2010/acs/acs5/groups/B25100.json
B25101,MORTGAGE STATUS BY MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,https://api.census.gov/data/2010/acs/acs5/groups/B25101.json
B25102,MORTGAGE STATUS BY REAL ESTATE TAXES PAID,https://api.census.gov/data/2010/acs/acs5/groups/B25102.json
B25103,MORTGAGE STATUS BY MEDIAN REAL ESTATE TAXES PAID (DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25103.json
B25104,MONTHLY HOUSING COSTS,https://api.census.gov/data/2010/acs/acs5/groups/B25104.json
B25105,MEDIAN MONTHLY HOUSING COSTS (DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25105.json
B25106,TENURE BY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS,https://api.census.gov/data/2010/acs/acs5/groups/B25106.json
B25107,MEDIAN VALUE BY YEAR STRUCTURE BUILT,https://api.census.gov/data/2010/acs/acs5/groups/B25107.json
B25108,AGGREGATE VALUE (DOLLARS) BY YEAR STRUCTURE BUILT,https://api.census.gov/data/2010/acs/acs5/groups/B25108.json
B25109,MEDIAN VALUE BY YEAR HOUSEHOLDER MOVED INTO UNIT,https://api.census.gov/data/2010/acs/acs5/groups/B25109.json
B25110,AGGREGATE VALUE (DOLLARS) BY YEAR HOUSEHOLDER MOVED INTO UNIT,https://api.census.gov/data/2010/acs/acs5/groups/B25110.json
B25111,MEDIAN GROSS RENT BY YEAR STRUCTURE BUILT,https://api.census.gov/data/2010/acs/acs5/groups/B25111.json
B25112,AGGREGATE GROSS RENT (DOLLARS) BY YEAR STRUCTURE BUILT,https://api.census.gov/data/2010/acs/acs5/groups/B25112.json
B25113,MEDIAN GROSS RENT BY YEAR HOUSEHOLDER MOVED INTO UNIT,https://api.census.gov/data/2010/acs/acs5/groups/B25113.json
B25114,AGGREGATE GROSS RENT (DOLLARS) BY YEAR HOUSEHOLDER MOVED INTO UNIT,https://api.census.gov/data/2010/acs/acs5/groups/B25114.json
B25115,TENURE BY HOUSEHOLD TYPE AND PRESENCE AND AGE OF OWN CHILDREN,https://api.census.gov/data/2010/acs/acs5/groups/B25115.json
B25116,TENURE BY HOUSEHOLD SIZE BY AGE OF HOUSEHOLDER,https://api.census.gov/data/2010/acs/acs5/groups/B25116.json
B25117,TENURE BY HOUSE HEATING FUEL,https://api.census.gov/data/2010/acs/acs5/groups/B25117.json
B25118,TENURE BY HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS),https://api.census.gov/data/2010/acs/acs5/groups/B25118.json
B25119,MEDIAN HOUSEHOLD INCOME THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) BY TENURE,https://api.census.gov/data/2010/acs/acs5/groups/B25119.json
B25120,AGGREGATE HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) BY TENURE AND MORTGAGE STATUS,https://api.census.gov/data/2010/acs/acs5/groups/B25120.json
B25121,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) BY VALUE,https://api.census.gov/data/2010/acs/acs5/groups/B25121.json
B25122,HOUSEHOLD INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS) BY GROSS RENT,https://api.census.gov/data/2010/acs/acs5/groups/B25122.json
B25123,TENURE BY SELECTED PHYSICAL AND FINANCIAL CONDITIONS,https://api.census.gov/data/2010/acs/acs5/groups/B25123.json
B25124,TENURE BY HOUSEHOLD SIZE BY UNITS IN STRUCTURE,https://api.census.gov/data/2010/acs/acs5/groups/B25124.json
B25125,TENURE BY AGE OF HOUSEHOLDER BY UNITS IN STRUCTURE,https://api.census.gov/data/2010/acs/acs5/groups/B25125.json
B25126,TENURE BY AGE OF HOUSEHOLDER BY YEAR STRUCTURE BUILT,https://api.census.gov/data/2010/acs/acs5/groups/B25126.json
B25127,TENURE BY YEAR STRUCTURE BUILT BY UNITS IN STRUCTURE,https://api.census.gov/data/2010/acs/acs5/groups/B25127.json
B25128,TENURE BY AGE OF HOUSEHOLDER BY YEAR HOUSEHOLDER MOVED INTO UNIT,https://api.census.gov/data/2010/acs/acs5/groups/B25128.json
B25129,TENURE BY YEAR HOUSEHOLDER MOVED INTO UNIT BY UNITS IN STRUCTURE,https://api.census.gov/data/2010/acs/acs5/groups/B25129.json
B26001,GROUP QUARTERS POPULATION,https://api.census.gov/data/2010/acs/acs5/groups/B26001.json
B98001,UNWEIGHTED HOUSING UNIT SAMPLE,https://api.census.gov/data/2010/acs/acs5/groups/B98001.json
B98002,UNWEIGHTED GROUP QUARTERS POPULATION SAMPLE,https://api.census.gov/data/2010/acs/acs5/groups/B98002.json
B98011,HOUSING UNIT COVERAGE RATE,https://api.census.gov/data/2010/acs/acs5/groups/B98011.json
B98012,TOTAL POPULATION COVERAGE RATE BY SEX,https://api.census.gov/data/2010/acs/acs5/groups/B98012.json
B98013,TOTAL POPULATION COVERAGE RATE BY WEIGHTING RACE AND HISPANIC OR LATINO GROUPS,https://api.census.gov/data/2010/acs/acs5/groups/B98013.json
B98014,GROUP QUARTERS POPULATION COVERAGE RATE,https://api.census.gov/data/2010/acs/acs5/groups/B98014.json
B98021,HOUSING UNIT RESPONSE AND NONRESPONSE RATES WITH REASONS FOR NONINTERVIEWS,https://api.census.gov/data/2010/acs/acs5/groups/B98021.json
B98022,GROUP QUARTERS POPULATION RESPONSE AND NONRESPONSE RATES WITH REASONS FOR NONINTERVIEWS,https://api.census.gov/data/2010/acs/acs5/groups/B98022.json
B98031,OVERALL PERSON CHARACTERISTIC IMPUTATION RATE,https://api.census.gov/data/2010/acs/acs5/groups/B98031.json
B98032,OVERALL HOUSING UNIT CHARACTERISTIC IMPUTATION RATE,https://api.census.gov/data/2010/acs/acs5/groups/B98032.json
B99011,IMPUTATION OF SEX,https://api.census.gov/data/2010/acs/acs5/groups/B99011.json
B99012,IMPUTATION OF AGE,https://api.census.gov/data/2010/acs/acs5/groups/B99012.json
B99021,IMPUTATION OF RACE,https://api.census.gov/data/2010/acs/acs5/groups/B99021.json
B99031,IMPUTATION OF HISPANIC OR LATINO ORIGIN,https://api.census.gov/data/2010/acs/acs5/groups/B99031.json
B99051,IMPUTATION OF CITIZENSHIP STATUS,https://api.census.gov/data/2010/acs/acs5/groups/B99051.json
B99052,IMPUTATION OF YEAR OF ENTRY,https://api.census.gov/data/2010/acs/acs5/groups/B99052.json
B99061,IMPUTATION OF PLACE OF BIRTH,https://api.census.gov/data/2010/acs/acs5/groups/B99061.json
B99071,IMPUTATION OF MOBILITY STATUS FOR THE POPULATION 1 YEAR AND OVER,https://api.census.gov/data/2010/acs/acs5/groups/B99071.json
B99072,IMPUTATION OF RESIDENCE 1 YEAR AGO FOR THE POPULATION 1 YEAR AND OVER,https://api.census.gov/data/2010/acs/acs5/groups/B99072.json
B99080,IMPUTATION OF MEANS OF TRANSPORTATION TO WORK,https://api.census.gov/data/2010/acs/acs5/groups/B99080.json
B99081,IMPUTATION OF PLACE OF WORK,https://api.census.gov/data/2010/acs/acs5/groups/B99081.json
B99082,IMPUTATION OF PRIVATE VEHICLE OCCUPANCY,https://api.census.gov/data/2010/acs/acs5/groups/B99082.json
B99083,IMPUTATION OF TIME LEAVING HOME TO GO TO WORK,https://api.census.gov/data/2010/acs/acs5/groups/B99083.json
B99084,IMPUTATION OF TRAVEL TIME TO WORK,https://api.census.gov/data/2010/acs/acs5/groups/B99084.json
B99085,IMPUTATION OF VEHICLES AVAILABLE FOR WORKERS,https://api.census.gov/data/2010/acs/acs5/groups/B99085.json
B99086,IMPUTATION OF MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY,https://api.census.gov/data/2010/acs/acs5/groups/B99086.json
B99087,IMPUTATION OF TIME ARRIVING AT WORK FROM HOME FOR WORKPLACE GEOGRAPHY,https://api.census.gov/data/2010/acs/acs5/groups/B99087.json
B99088,IMPUTATION OF TRAVEL TIME TO WORK FOR WORKPLACE GEOGRAPHY,https://api.census.gov/data/2010/acs/acs5/groups/B99088.json
B99089,IMPUTATION OF VEHICLES AVAILABLE FOR WORKERS FOR WORKPLACE GEOGRAPHY,https://api.census.gov/data/2010/acs/acs5/groups/B99089.json
B99092,IMPUTATION OF RELATIONSHIP,https://api.census.gov/data/2010/acs/acs5/groups/B99092.json
B99102,IMPUTATION OF GRANDPARENTS LIVING WITH GRANDCHILDREN UNDER 18 YEARS,https://api.census.gov/data/2010/acs/acs5/groups/B99102.json
B99103,IMPUTATION OF GRANDPARENTS RESPONSIBLE FOR GRANDCHILDREN UNDER 18 YEARS,https://api.census.gov/data/2010/acs/acs5/groups/B99103.json
B99104,IMPUTATION OF LENGTH OF TIME GRANDPARENT RESPONSIBLE FOR OWN GRANDCHILDREN UNDER 18 YEARS FOR THE POPULATION 30 YEARS AND OVER,https://api.census.gov/data/2010/acs/acs5/groups/B99104.json
B99121,IMPUTATION OF MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER,https://api.census.gov/data/2010/acs/acs5/groups/B99121.json
B99131,IMPUTATION OF MARITAL STATUS FOR FEMALES 15 TO 50 YEARS,https://api.census.gov/data/2010/acs/acs5/groups/B99131.json
B99132,IMPUTATION OF FERTILITY OF WOMEN 15 TO 50 YEARS,https://api.census.gov/data/2010/acs/acs5/groups/B99132.json
B99141,IMPUTATION OF SCHOOL ENROLLMENT FOR THE POPULATION 3 YEARS AND OVER,https://api.census.gov/data/2010/acs/acs5/groups/B99141.json
B99142,IMPUTATION OF GRADE ENROLLED FOR THE POPULATION 3 YEARS AND OVER ENROLLED IN SCHOOL,https://api.census.gov/data/2010/acs/acs5/groups/B99142.json
B99151,IMPUTATION OF EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,https://api.census.gov/data/2010/acs/acs5/groups/B99151.json
B99161,IMPUTATION OF LANGUAGE STATUS FOR THE POPULATION 5 YEARS AND OVER,https://api.census.gov/data/2010/acs/acs5/groups/B99161.json
B99162,IMPUTATION OF LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER,https://api.census.gov/data/2010/acs/acs5/groups/B99162.json
B99163,IMPUTATION OF ABILITY TO SPEAK ENGLISH FOR THE POPULATION 5 YEARS AND OVER,https://api.census.gov/data/2010/acs/acs5/groups/B99163.json
B99171,IMPUTATION OF POVERTY STATUS IN THE PAST 12 MONTHS FOR UNRELATED INDIVIDUALS,https://api.census.gov/data/2010/acs/acs5/groups/B99171.json
